"","Country_Standard","OZONERAW","PM10RAW","INDOORRAW","NLOADRAW","OVRSUBRAW","HARVESTRAW","AGSUBRAW","MORTALITYRAW","ENEFFRAW","CO2GDPRAW","RENPCRAW","OVRFSHRAW","WATSUPRAW","ACSATRAW","PWIRAW","PACOVRAW","WATAVL","NOXKM","SO2KM","VOCKM","COALKM","CARSKM","FOREST","TFR","EFPC","U5MORT","DISCAS","DISEXP","GASPR","ENEFF","ISO14","CO2GDP","CO2PC","WIND","DRY","WET","HOT","COLD","SST","VOLCANO","EARTHQK","TSUNAMI","SLIDES","LAND","DISP","ISOL","RELIEF","BORD","IMBAL","OPEN","MIG","ENDEM","INTRO","ENDANG","EXTINCT","FRAG","FARM","FERTL","BIOTECH","PRDOF","SULPH","MINING","VEH","POPDN","TOUR","CSTPOP","AGRMT","CLMCHG","FERTCON","LIFEEXP","SECENR","CULTOT","PRODHA","MTCATCH","CATCHSC","LANDAREA","WATICEAREA","TOTALAREA","INDOOR","ECORISK","PRTBRD","PRTMAM","PRTAMPH","ANTH10","ANTH40","ACEXC","GR2050","WATSTR","FORCERT","UND_NO","WATSUP","PRAREA","RENPC","PECR","ENROL","LOW","VEG","VEGLO","DEG","RESRV","WATER","POPGRTH","CROPLAND","FORESTAR","POPCOAST","CHLDIMM","URBANPCT","INVEST","MODPCT","CULPCT","CEREAL","STARCH","SUGARS","OILNUTS","PULSES","FRUIT","MEATS","DAIRY","FPPCT","FSPCT"
"1","Afghanistan",57.27,47.42,98,62.52,11.28,10.62,0,32.93,966.9,365.719382022472,33.47,4.32624113475177,13,8,0.81,0.59,5.17,2.31398692810458,2.02892617449664,3.68503225806452,0,0.03,0,6.8,0.95,257,24.63,0.91,0.56,8.20536144578313,0,366.078314606742,0.04,420.536573573574,-6.2,11.2,94.4831621621622,13.0808498498498,8.23519272108843,0,1,0.297734705555556,3.06706129521999,652090,8.47889095063565,0,7227,6,0.07288927129776,1877.38031268493,0.0460059194282998,1237.55923262126,0.0184023677713199,0.0429388581330798,0,0.0322041435998098,1786.20161387381,12.3510558358509,0,616860.446235162,0.202134674661473,4.18193807603245,0.034841816313699,34.841816313699,0.00613412259043997,0,47,0.014468,6.32,45.81,12,11062,0.6,3.22445859872611,40.343949044586,634924.74,948.88,635873.62,98,53.02,4.68,10.57,14.29,19.8,0.08,0,187,97.82,0,70,13,0.3,20.71,0,25.332323943662,0,6.5,-7.06,27.8461538461538,0.3,47.4727,3.63501234185902,12.351,2.1,0,45,21.5,20.5970138888889,64.5,17,96,99,39,76,100,100,100,98,88,71.9239766081871
"2","Angola",21.76,124.8,100,318.28,5.5,0.17,0,33.56,4667.61,254.02,9.68,3,50,30,9.51,0.57,140.46,0.33,0.2,1.94,0,0.41,-0.2,6.8,0.76,260,0.11,0.55,0.31,4.3,0,254.02,0.52,327.753997565989,-28.8,1.2,4.02446469453776,10.2802469135802,6.878,0,0,0,0.802117590438758,1246700,5.97577604876875,0,2620,4,0.00896066782618153,3.75471244084383,0.0417101147028154,1058.79521937916,0.00320847036175503,0.049731290607203,0,0.0412521055586749,68.0516563728243,2.80741156653565,0,472973.589696843,0.104074757359429,23.5004413934193,0.185934065934066,10.3296703296703,0.0395711344616454,16.8123090586146,34,0.30805,2.33,46.5,19,7120,1.9,3.04,50,1251895.62,20.51,1251916.13,100,4.09,1.96,6.88,0,49.04,0.04,1.83,206,0,0,49,50,10,8.74,71,0.67,12.8378378378378,15.3,-0.95,13.6765888978278,6.6,0.26087,1.89618629002207,2.8074,56,29,41,33.56,22.88,40.8,5.7,56,100,79,88,92,99,77,66,82,93
"3","Albania",45.3,150.7,15,27.13,0,0.37,0,2.33,6751.34,224.52,41.05,3,97,89,0.3,0.01,7.13,0.07,0.6,0.57,0.01,7.22,-0.8,2.1,1.25,30,0.22,0.04,1.31,5.99,0,224.52,0.92,679.912336421953,-73.6,118.6,61.65973042362,66.9260038486209,12.762,0,0,0,0,27400,49.963503649635,2100,65,4,0.228535724100948,29.5255474452555,1.56934306569343,875.912408759124,0.474452554744526,0.766423357664234,0,0.656934306569343,337.583160583942,179.343065693431,0,888023.408835642,0,3436.10739051095,2.27226277372263,113.613138686131,1.22262773722628,110.318357664234,58,0.12978,88.39,71.88,81,846,3.3,3.87,59,28346.12,16.34,28362.45,15,100,1.3,4.41,12.5,0.44,3.25,2.54,15,23.09,0,4,97,2.6,39.6,97,15,30.7692307692308,37.3,0,93.1034482758621,2.9,5.20446,1.3695079826413,25.511,36.2,97,95,41.02,31.34,57.6,30.9,47,87,55,67,99,76,87,98,77,45
"4","United Arab Emirates",46.66,78.29,0,0,41.55,0,0,0.25,30689.77,300.48,0,5,98,100,0,1,0.38,4.99,1.52,10.55,0,8.64,2.8,2.54,8.97,9.78,0,0.39,0.48,32.28,1.71,300.48,20.91,173.535001413434,-12.2,6.8,88.977969350086,6.10181200564959,10.218,0,0,0,0,83600,44.7129186602871,0,1527,3,0.0807880631166376,1877.38031268493,0.41866028708134,11.9617224880383,0.0239234449760766,0.155502392344498,0,0.0130143540669856,0.421909090909091,407.906698564593,0,161571.214589679,1.90885167464115,1588.96115311005,2.39428229665072,29.1985645933014,657.701573397486,24.7895813397129,1,11.493,7725,75.21,79,170,20.6,5.57,68,74776.6,450.62,75227.22,0,0,11.94,16,0,0.46,5.02,0,35,92.72,0,0,98,7.38,0,90.67,18.1,53.8461538461538,0,0,4,0,1406.67,1.67526534233739,0.9689,3.8,85,92,85.48,24.06,16.2,2,1,5,0,0,65,39,46,14,21,100
"5","Argentina",27.92,70.96,0,692.33,24.12,1.07,0.63,0.6,6119.85,128.71,13.8,4,94,82,9.03,0.69,27.27,0.83,0.02,0.51,0.02,7.15,-0.8,2.44,3.18,19,0.34,0.59,1.03,5.66,41.51,128.71,3.73,391.031973716715,-34,61.6,163.511434338824,135.761050226776,4.528,0,0,0,0,2736690,6.59994372764179,0,7000,5,0.0287234942108129,12.7007443298291,0.0219242954079563,471.737756194527,0.00767350339278471,0.0496950695913677,0.000365404923465939,0.0787337988592058,1786.20161387381,278.292389711659,366,319868.688641172,0.120908835125644,0,1.71852274097541,13.5316751257906,1.08415640792344,19.889760628796,107,1.0067,332.88,73.34,100,41947,1.9,4.98,65,2736296,15655.67,2751951.67,0,39.07,4.35,10,19.35,46.51,1,0,40,19.64,0.38,0,80.2409375,6.3,14.92,100,47.96,46.7889908256881,59.5,-0.26,10.9307359307359,1.8,7.93889,1.18938186660346,9.939,12.7,45,85,89.6,17.71,29.1,15.3,100,100,100,100,100,100,100,100,100,100
"6","Armenia",45.27,84.88,66,107.62,68.61,0.14,0,1.27,15417.28,507.5,9.71,4.32624113475177,92,84,24.41,0.75,1.45,2.55,2.29,1.64,0,42.1457055214724,1.3,1.21,0.75,35,0.05,0.16,0.69,15.96,0,507.5,1.13,343.242240578675,-19.2,7.6,77.6058665786044,52.5772330687518,8.23519272108843,0,1,0.297734705555556,0,28200,44.468085106383,0,3695,5,0.07288927129776,33.758865248227,1.38297872340426,106.382978723404,0.0354609929078014,0.851063829787234,0,0.592836879432624,1786.20161387381,277.517730496454,0,616860.446235162,0.54113475177305,0,10.7347517730496,124.822695035461,657.701573397486,0,32,0.23521,161.94,74.36,87,641,4.9,2.72,47,28272.73,769.13,29041.86,66,100,1.65,13.1,0,2.65,2.47,0,-24,87.14,0,51,92,10,10.58,95,25.332323943662,0,21.1,2.69,10.3448275862069,7.6,32.1978,-0.341435895385611,19.858,12.5,0,87,69.72,17.2,57.8,22.7,42,100,2,4,96,95,50,87,59,100
"7","Antigua and Barbuda",42.97,15.64,44.31875,16731.0132727273,13.5706060606061,0,0,6.56508379888268,9057.69,157.3,0,2,91,95,5.56,1,27.1595973154362,2.31398692810458,6.76,1.46,0,54.07,0,2.7,2.54724137931034,14,39.3760810810811,1,0.92,9.35,0,157.3,4.91,187.66774331543,-46.4463276836158,32.5446327683616,0.650104910714286,0.976016818258595,4.274,0,0,0,0,442,346.153846153846,2110,402,4,0.113449803349666,1877.38031268493,49.7737556561086,5518.2432458196,9.04977375565611,22.6244343891403,0,0.624629737420906,522.62443438914,3637.70225810391,0,1905371.06376975,6.58371040723982,0,17.8193832454895,151.515837104072,657.701573397486,139.292120238554,57,1.41884610516129,1576.68641891892,66.2676774193548,71.6473988439306,8,6.1,1.04,21,443.84,0,443.84,45.1656050955414,0,4.59693333333333,14.9130322580645,0,0,33.65,0,1,25.2959731543624,0,16.9328859060403,91,11.4151396648045,0,91.0238414634146,25.332323943662,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,63.6,18.2,1,34,0,9,38,86,16,58,30,50
"8","Australia",60.57,18.58,0,1159.31,45.69,0.35,-0.83,0.3,8960.47,208.95,3.72,2,100,100,12.58,0.72,33.2,14.28,11.86,12.79,10.29,59.91,-0.18,1.73,7.09,5,0.52,0.28,0.82,9.54,1.5,208.95,18.32,388.480877571855,-76.2,38.8,123.673294931895,54.6799716693601,3.952,0,2,0.0150308,0.260338700649545,7682300,8.66016687710712,0,2244,3,-0.0353277948124081,10.6578758965414,0.00767999166916158,2011.63713991903,0.00585762076461476,0.0682087395701808,0.00442575791104227,0.118844616846517,35.3169245720683,297.215677596553,214,2238294.8332195,0.204825377816539,0.000986423336761126,1.19231349986332,2.45837835023365,0.540228837717871,2.54916999849692,129,4.4477,427.42,78.63,154,57143,4,3.74,57,7634643.84,29236.06,7663879.9,0,16.23,5.39,24.23,21.86,86.84,0.24,0,31,8.27,0.71,1,100,7.5,3.45,91.0238414634146,63.26,32.5905292479109,64.3,0.04,3.20855614973262,7,4.27841,1.00692839200569,7.0291,20.6,90,86,84.7,21.47,80.5,7.4,100,95,100,100,100,100,100,100,99,41
"9","Austria",44.49,32.74,0,60.24,0,1.48,0.78,0.24,5833.25,61.65,24.82,4.32624113475177,100,100,5.46,0.12,10.84,2.46,0.43,2.31,1.63,65.12,0.2,1.36,4.87,4.46,0.12,0.11,1.38,5.62,2.13,61.65,8.53,298.122441228088,-20,33.8,271.507188605612,122.818829645548,8.23519272108843,0,0,0.297734705555556,24.1750271969056,82730,30.9682098392361,0,3683,8,0.07288927129776,1061.53753172972,0.580200652725734,423.062975945848,0.21757524477215,0.797775897497885,0.0241750271969056,2.41750271969056,4734.92068669165,3003.40867883476,3,616860.446235162,2.56206938232806,111.808191949716,45.4567629638583,99.2505741568959,212.744268503969,139.292120238554,140,2.0906,1664.3,77.75,100,1681,5.6,0.44,9,83160.64,43.71,83204.35,0,42.21,1.41,8.43,0,0.02,7.75,50.81,1,0,10.14,1,100,36.4,23.15,100,45.8,22.9508196721311,52.8,0,38.0952380952381,29.2,4.09091,0.234568893992708,17.877,47,2,90,64.62,23.7,74.9,20.3,100,87,98,68,60,65,100,100,85,2
"10","Azerbaijan",45.19,99.3,37,88.59,31.39,0.01,0,4.13,21370.79,1845.85,3.95,4.32624113475177,77,55,10.64,0.71,3.11,1.32,0.56,3.28,0,5.49,1.3,1.84,1.91,105,0.1,0.16,0.61,21.9,0.19,1845.85,3.56,343.242240578675,-31.2,10.6,77.6058665786044,52.5772330687518,18.716,0,1,0.297734705555556,11.5473441108545,86600,23.2448036951501,0,4457,7,0.07288927129776,21.9399538106236,0.623556581986143,2771.36258660508,0,0.427251732101617,0,0.315554272517321,29.6581346420323,312.817551963049,0,616860.446235162,3.02263279445727,0,3.21505773672055,89.3071593533487,657.701573397486,49.7440877598152,24,1.4756,135.77,71.36,83,2175,1.9,3.22445859872611,40.343949044586,85359.86,244.79,85604.66,37,100,3.23,13.13,0,46.68,3.03,0,40,96.27,0,21,77,4.6,2.16,88,22.52,60.8695652173913,32,0,56.3218390804598,5.5,204.074,0.295928209047745,22.344,12.6,56,95,56.98,33.19,64.2,25.1,62,92,2,88,98,88,60,95,73,100
"11","Burundi",14.66,35.65,100,410.32,0,87.23,0,24.14,1650.3,69.75,18.61,4.32624113475177,79,36,17.92,0.59,2.38,0.23,0.13,2.29,0,0.64,-9,6.16,0.63,190,0.15,0.34,0.95,1.6,0,69.75,0.04,381.634,-13.2,9.2,0,0,8.23519272108843,0,0,0.297734705555556,0,25680,37.9283489096573,0,1898,3,0.07288927129776,5.41277258566978,1.24610591900312,77.8816199376947,0.350467289719626,0.661993769470405,0,0.624629737420906,269.485514018692,128.504672897196,0,616860.446235162,0.240264797507788,0.0864817445482866,2.86779595015576,260.708722741433,0.921599169262721,0,40,1.41884610516129,1576.68641891892,66.2676774193548,11,1288,2.1,7.02,75,25226.95,0,25226.95,100,12.74,1.55,5.61,23.08,3.63,0.51,0,147,0,0,70,79,5.4,17.35,73,1.23,0,3.5,-0.44,75,5.3,2.77778,2.79423602832438,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,42.5,50.2,82,100,91,95,93,100,99,88,93,94
"12","Belgium",44.36,28.18,0,133.95,49.84,3,1.04,0.44,8837.85,88.11,0.73,5,96.45,100,0.3,0.02,1.87,9.88,5.14,6.3,11.12,172.76,-0.2,1.62,5.11,6,0.03,0.554934210526316,1.7,9.08,1.06,88.11,12.34,336.961427163944,-22.2,53.2,211.151459714312,79.5252039989748,14.27,0,0,0,0,30230,48.3294740324181,0,694,5,-0.109059928701226,5764.70393648693,2.01786304995038,33.0797221303341,0.72775388686735,0.826993053258353,0,4.82467747270923,1786.20161387381,38302.1832616606,188,78939.5291916056,59.5319219318558,0,142.516175984122,336.123056566325,209.560039695667,1109.68815789474,211,3.8015,4166.7,77.87,161,1219,5.3,1.51,30,30553.27,13.77,30567.03,0,100,1.11,18.97,0,0,28.57,70.83,5,93.54,31.67,1,96.45,13.73,0.76,91.0238414634146,58.05,65.2173913043478,21,0,64.5161290322581,2.8,75.25,0.168490844998773,25.35,22.2,83,62,97.24,17.75,42,40.3,57,64,100,25,90,32,100,100,71,6
"13","Benin",21.73,46.96,88,61.78,0,0.13,0,16.44,3479.83,169.63,0.08,6,68,32,62.78,1,7.71,0.14,21.39,1.08,0,0.12,-2.3,5.6,0.92,156,0.91,0.12,0.89,3.54,0,169.63,0.26,150.580616216281,-40.2,41,3.72562199437208,5.9568127865005,4.652,0,0,0,0,110620,19.3635870547821,0,658,4,0.610808139367018,6.29180979931296,0.406798047369373,9.03995660820828,0.0180799132164166,0.189839088772374,0,0.0613541854999096,489.242813234496,317.212077382029,0,43924.7364592554,0.12628819381667,1.17519435906708,0.385816308081721,55.1166154402459,1.37407340444766,248.661960784314,70,0.033249,256.33,53.41,28,1653,2.1,1.87,37,115828.16,42.66,115870.82,88,100,0.65,4.79,0,1.54,0.31,0,148,0,0,16,68,22.7,7.72,100,3.6,41.1764705882353,3.5,-1.25,20.5357142857143,6.9,1.45631,3.04667710769946,16.724,24,62,78,41.52,17.92,69.6,14.9,81,100,57,100,91,100,87,58,84,75
"14","Burkina Faso",25.79,108.23,97,68.05,12.15,17.45,0,22.56,1261.26,94.45,6.71,4.32624113475177,51,12,64.94,1,0.96,0.03,0.08,0.02,0,0.17,-0.2,6.24,1.19,207,0.23,0.03,1.36,1.27,0,94.45,0.09,241.345534479531,-22.6,19,4.97458054651065,12.5947630089482,8.23519272108843,0,0,0.297734705555556,0,273600,11.6703216374269,0,549,6,0.07288927129776,2.64254385964912,0.138888888888889,10.9649122807018,0,0.043859649122807,0,0.0442251461988304,228.93811622807,125.730994152047,0,616860.446235162,0.103618421052632,2.8969298245614e-06,0.174517543859649,43.6293859649123,0.690789473684211,0,59,0.018905,125.6,44.21,11,4060,1,0.89,18,275747.61,21.07,275768.68,97,100,0.6,4.76,0,3.33,0.12,0,191,0,0,17,51,15.4,4.46,39,25.332323943662,6.25,0,-0.74,56.9343065693431,10.4,2.17143,2.73080717374299,12.61,25.9,0,68,17.98,27.24,71.2,14.8,99,99,98,99,100,100,100,91,98,48
"15","Bangladesh",52.7,147.03,96,64.87,8.82,90.25,0,5.5,2524.15,163.25,1.84,6,75,48,12.68,0.37,9.65,0.67,0.69,5.22,0.07,1.55,1.3,3.31,0.5,73,68.13,1.31,0.85,2.34,0.02,163.25,0.21,204.643673341241,-18.2,21.2,4.82760234213545,6.26434050453045,7.114,0,1,0,0,130170,58.0164400399478,0,1230,2,0.0306572419375583,58.9767227471768,0.322654989628947,15.3645233156641,0.0537758316048245,0.591534147653069,0,1.54551740032266,3.1013943304909,8736.71352846278,0,39841.7186028526,1.49058922946916,0,9.922025044173,992.2025044173,657.701573397486,543.726972420681,54,0.050588,1354.8,58.51,47,8611,3.8,2.34,43,136248.11,633.26,136881.36,96,100,7.8,20.18,0,0.21,4.67,0,98,22.88,0,32,75,0.5,1.85,100,6.61,0,7.9,-0.85,27.0833333333333,0.7,13.9429,1.60660123629056,64.009,10.3,55,97,23.96,20.25,24.6,66.2,89,99,100,47,93,98,93,90,89,100
"16","Bulgaria",44.68,55.73,6,95.42,36.51,1.01,1.6,0.89,15195.45,919.37,2.55,4,100,100,6.78,0.27,23.09,0.19,4.61,1.16,3.01,21.6,0.6,1.23,2.65,16,0,0,1.11,14.21,0.3,919.37,6.11,610.990536822124,-16.6,10.6,299.32056622958,142.065677386659,12.5,0,0,0,0,110550,20.4884667571235,0,2925,5,0.0657960560986384,51.4246947082768,0.560832202623247,2894.61781999095,0.144730890999548,0.4161013116237,0,0.337259158751696,1587.18406892809,1754.61781999095,3,401586.687326162,14.8075983717775,0,15.1777476255088,74.400723654455,23.8926579225087,52.5536105032823,108,1.7983,439.8,70.89,98,5560,1.9,0.3,6,111307.14,15.83,111322.97,6,100,4.17,17.28,0,0.01,6.66,14.1,-38,55.24,0,16,100,10.1,2.55,98,40.82,53.0864197530864,31.7,0.02,100,4.5,77.2222,-1.14406182928303,40.805,33.4,29,93,69.28,15.56,39.8,50.3,74,66,31,100,98,100,100,100,84,86
"17","Bahrain",45.62,70.25,0,16731.0132727273,13.5706060606061,7.94425925925926,0,0.93,30150.66,748.99,0,3,81.4008771929824,67.1454545454545,0,0.13,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,329.4,14.9,2.7,2.54724137931034,16,39.3760810810811,0.554934210526316,0.44,32.91,0.25,748.99,28.83,280.27144645799,-19.2,1,71.4682785087719,2.23322301369863,13.408,0,0,0,0,620,259.677419354839,15,122,3,0.0403858270061802,1877.38031268493,35.4838709677419,5518.2432458196,0,12.9032258064516,0,5.2,2.30645161290323,3637.70225810391,0,530220.47833935,56.4677419354839,16811.1412903226,17.8193832454895,1040.90483870968,657.701573397486,139.292120238554,39,8.3386,3000,72.89,96,5,4.80584795321637,1.18,24,637.88,0,637.88,0,0,4.59693333333333,14.9130322580645,0,0,63.88,0,76,25.2959731543624,0,16.9328859060403,80.2409375,1.3,0,87,25.2,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,8.6957,0.6,47.7872340425532,95,91.82,13.8,68.1,7.2,60.7167630057803,87.5838150289017,67.4219653179191,69.7514450867052,86.635838150289,83.5086705202312,85.1734104046243,71.3236994219653,76.4682080924856,71.9239766081871
"18","Bahamas",54.24,43.47,44.31875,13.81,0,7.94425925925926,0,0.68,8710.03,116.11,0,1,97,100,3.97,0.9,27.1595973154362,2.31398692810458,2.02892617449664,0.75,31.54,21.08,0,2.07,2.54724137931034,16,39.3760810810811,0.22,0.996625766871166,8.82,0,116.11,5.93,428.923866536679,-16.4,87,0.582754455593077,6.08980672790209,4.886,0,0,0,0,10070,351.737835153923,200,63,4,0.241915803893588,1877.38031268493,3.37636544190665,5518.2432458196,0.198609731876862,1.98609731876862,0.198609731876862,0.248262164846077,56.8621648460775,3637.70225810391,0,3780263.41261062,0.245283018867925,119.165839126117,17.8193832454895,29.5781529294935,657.701573397486,139.292120238554,58,3.631,500,73.52,91,10,1.8,1.38,28,13162.3,155.67,13317.97,45.1656050955414,0,4.59693333333333,14.9130322580645,0,56.77,3.03,0,8,25.2959731543624,0,16.9328859060403,97,1.6,0,100,25.332323943662,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,0.999,84.2,47.7872340425532,86,88.1,18.72,49.3,1,1,9,79,0,57,57,28,5,29,100
"19","Bosnia and Herzegovina",45.11,30.19,15,37.08,0,1.54,0,0.56,8684.96,828.48,24.63,4.32624113475177,98,93,0,0,16.03,0.16,1.78,1.52,0.32,42.1457055214724,0,1.23,1.49,18,0,0.02,1.21,8.20536144578313,0.919329608938547,828.48,4.84,343.242240578675,-45.4,11.6,77.6058665786044,52.5772330687518,8.23519272108843,0,0,0,19.6078431372549,51000,29.0588235294118,0,2386,3,0.07288927129776,1877.38031268493,0.862745098039216,0,0,0.588235294117647,0,0.428352941176471,330.074950980392,140.196078431373,0,616860.446235162,2.15470588235294,24.7960784313725,3.34894117647059,77.8823529411765,1.88888888888889,804.761739130435,37,0.26087,180,73.26,71.6473988439306,827,3.1,3.22445859872611,40.343949044586,51295.18,0,51295.18,15,100,1.38,13.89,5.56,0,1.74,34.07,-15,0,0,8,98,0.2,16.79,91.0238414634146,25.332323943662,41.025641025641,30.4293333333333,0,100,0.5,77.7750165173611,2.25320710771247,12.745,44.6,47,79,42.58,20.5970138888889,80.1,16.2,74,97,9,50,97,72,59,84,68,28
"20","Belarus",43.39,58.1812138728324,2,91.62,1.79,0.53,0,0.72,20601.26,850.78,0.02,4.32624113475177,100,67.1454545454545,11.4,0.72,4.81,0.2,0.95,1.24,0,7.08,3.2,1.23,3.17,20,0.01,0.01,0.82,19.93,0.04,850.78,5.9,343.242240578675,-26.2,23,77.6058665786044,52.5772330687518,8.23519272108843,0,0,0.297734705555556,0,207480,13.9772508193561,0,256,5,0.07288927129776,43.8741083477926,0.197609408135724,0,1.21624299471486,0.0963948332369385,0,0.318074031231926,1878.89829381145,4781.58376711008,0,616860.446235162,1.82595912859071,0,4.98282244071718,49.3348756506651,1.71100828995566,0,61,1.5694,1190.3,68.41,91,6811,4.5,3.22445859872611,40.343949044586,207012.55,100.19,207112.74,2,100,1.36,9.46,0,0.01,4.43,4.91,-13,0,1.13,3,100,6.4,0.02,100,55.95,78.9473684210526,27.2,0.96,6.28019323671498,6.3,7.33871,-0.159404339984522,30.417,45.3,0,97,70.9,26.02,64,32.8,69,100,75,54,98,70,100,100,83,100
"21","Belize",64.46,22.54,44.31875,11.21,0,0.07,0,2.74,7142.09,284.01,6.5,3,91,47,38.1,1,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,1.44,-2.3,3.4,2.54724137931034,40,39.3760810810811,0.75,0.996625766871166,8.39,1.3,284.01,3.25,5049.70793775252,-110.2,72.6,4.15659052591505,18.577982964098,5.58,0,0,0,0,22800,110.175438596491,0,1160,2,-0.0255118988822525,15.8771929824561,1.31578947368421,6710.52631578947,0.087719298245614,1.8859649122807,0,0.125964912280702,107.928925438597,195.175438596491,0,580979.196624245,0.0552631578947368,0,0.443947368421053,10.5701754385965,7.85087719298246,10.5701754385965,45,1.41884610516129,1576.68641891892,66.2676774193548,78,96,21.8,0.02,0,22290.39,184.2,22474.58,45.1656050955414,0.01,0.56,3.2,15.38,22.67,0.2,0,102,25.2959731543624,7.78,16.9328859060403,91,47.5,5.79,100,25.332323943662,0,95.7,-0.33,30.4347826086957,20.9,0.625,2.76062171175401,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,75.9,4.2,61,57,100,73,79,100,68,27,71,100
"22","Bolivia",37.82,105.94,61,154.42,2.12,0.05,0,4.45,8241.06,380.6,13.11,4.32624113475177,85,45,20.32,0.93,80.9,0.37,0.02,0.2,1.68,1.61,-0.3,3.85,1.67,71,2.27,0.46,1.13,6.71,0.23,380.6,1.33,264.041682714751,-29,22,64.8284920719474,69.2746703797166,8.23519272108843,0,2,0.297734705555556,1.84437189914974,1084380,6.21829985798336,0,6452,5,0.07288927129776,1.88955901067891,0.0184437189914974,3764.36304616463,0.0129106032940482,0.114351057747284,0.000922185949574872,0.0455559859089987,255.726140910013,9.68295247053616,3,616860.446235162,0.0753794795182501,0,0.222745716446264,7.68088677400911,0.35780814843505,0,70,0.25024,67.52,61.94,86,4228,3.7,3.22445859872611,40.343949044586,1069133.7,10521.07,1079654.78,61,0.55,4.59693333333333,7.91,10.45,66.63,0.12,0,75,13.77,2.78,22,85,19.4,14.97,100,35.66,35.7142857142857,77.2,-1.17,28.1021897810219,14.2,0.382911,1.81344156847737,2.0316,48.9,0,82,61.9,18.33,43.1,3.9,83,100,100,100,100,99,100,69,94,49
"23","Brazil",38.7,32.97,27,19.67,2.28,0.34,0.66,2.1,6401.73,106.65,37,4,89,75,14.07,0.59,53.07,0.34,0.36,2.02,0,4.32,-0.4,2.18,2.39,37,0.68,0.64,0.9,6.03,0.74,106.65,1.79,227.608991113408,-52.8,61.2,24.0271893382975,63.4735261136459,5.292,0,0,0,0.591260460875704,8456510,5.68437807085902,0,3014,10,0.0752280789051837,9.43852724114321,0.00603085670093218,104.061841114124,0.00295630230437852,0.0720155241346608,0.00118252092175141,0.2039730337929,356.847610080281,602.305206284862,18,254211.233545166,0.2424309792101,17.7403504799039,19.090515472695,20.1164546603741,0.534706397792943,24.768833697834,102,0.50954,1030.2,67.05,110,88700,2.1,3.56,56,8511043.6,7904.9,8518948.5,27,51.69,7.53,17.75,15.05,51.7,0.81,0,24,0.28,0.52,9,89,18,34.94,100,16.51,37.1584699453552,66.4,-0.46,27.9160278334709,4.4,1.01274,0.930349159845024,7.71,63,49,79,80.72,19.95,33.9,10.5,85,100,100,100,92,100,100,89,96,79
"24","Barbados",36.29,40.92,57,16731.0132727273,13.5706060606061,7.94425925925926,0,0.32,5210.5,145.83,0,4,100,99,0,0,27.1595973154362,0.2,0.41,1.88,0,162.13,0,1.67,2.54724137931034,14,39.3760810810811,0.554934210526316,1.08,5.19,0.73,145.83,4.4,414.599603563474,-37.4,72.8,0,0,3.53,0,0,0,0,430,225.581395348837,350,336,3,-0.210264087385719,1877.38031268493,39.5348837209302,11627.9069767442,2.32558139534884,11.6279069767442,2.32558139534884,3.72093023255814,7835.6,3637.70225810391,0,269024.230083991,2.76744186046512,4450.28855813953,17.8193832454895,640.302325581395,1068.60465116279,139.292120238554,71,1.4399,2000,75.9,106,17,13.7,0.68,14,441.02,0,441.02,57,0,4.59693333333333,14.9130322580645,0,0,85.16,0,-3,25.2959731543624,0,16.9328859060403,100,0,0,100,38.2,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,0.463768750524522,39.535,4,47.7872340425532,92,49.46,12.66,32.6,39.5,3,43,100,17,76,15,73,26,44,33
